TimeStamp,Station.Number,Distance.from.36,Depth,Nitrate,Phosphate
2002-05,6,110.9,5,,
2002-05,7,104.98,8,,
2002-05,8,99.77,8.5,,
2002-05,9,96.79,15.5,,
2002-05,10,93.6,9.5,,
2002-05,11,89.77,8.5,,
2002-05,12,84.45,4.5,,
2002-05,13,78.54,5.5,,
2002-05,14,74.43,7.5,,
2002-05,15,69.99,12,,
2002-05,16,63.08,7,,
2002-05,17,58.89,7,,
2002-05,18,54.95,20,,
2002-05,20,51.45,12.5,,
2002-05,21,46.63,9.029411765,16.945,2.765
2002-05,22,43.92,9.5,17.45,2.88
2002-05,23,39.66,7.259259259,,
2002-05,24,37.09,5.55,16.82,2.88
2002-05,25,32.84,4.75,15.76,2.91
2002-05,26,28.76,5.55,,
2002-05,27,26.19,6.541666667,12.36,3.7
2002-05,28,23.57,7.75862069,,
2002-05,29,20.25,7.5,12.71,4.08
2002-05,29.5,17.56,8.258064516,,
2002-05,30,14.75,6.5,13.93,4.69
2002-05,31,10.61,7,,
2002-05,32,8.15,6,17.44,5.7
2002-05,33,6.81,6.5,18.59,5.85
2002-05,34,3.53,3.454545455,33.01,8.5
2002-05,35,1.66,4,,
2002-05,36,0,3.272727273,35.58,9.13
2002-05,649,132.94,6,,
2002-05,657,147.25,5.5,,
2002-06,2,127.71,5.5,34.11,2.31
2002-06,3,125.32,6,34.98,2.32
2002-06,4,119.9,9,36.79,2.36
2002-06,5,115.63,6,37.39,2.52
2002-06,6,110.9,5,37.27,2.47
2002-06,7,104.98,6.5,36.75,2.55
2002-06,8,99.77,8.5,35.01,2.68
2002-06,9,96.79,13.5,34.18,2.65
2002-06,10,93.6,8.5,32.95,2.68
2002-06,11,89.77,6.5,29.2,2.62
2002-06,12,84.45,4,28.41,2.6
2002-06,13,78.54,4.5,26.02,2.75
2002-06,14,74.43,7,24.48,2.44
2002-06,15,69.99,12,22.87,2.38
2002-06,16,63.08,7,21.58,2.33
2002-06,17,58.89,6.5,22.3,2.35
2002-06,18,54.95,20.5,19.12,2.19
2002-06,20,51.45,13,17.95,2.42
2002-06,21,46.63,9,16.79,2.61
2002-06,22,43.92,9.5,18.51,2.35
2002-06,23,39.66,7.5,,
2002-06,24,37.09,5.5,19.07,2.69
2002-06,25,32.84,5,21.47,3.39
2002-06,26,28.76,5.5,,
2002-06,27,26.19,6,20.48,3.89
2002-06,28,23.57,8,,
2002-06,29,20.25,7.5,20.27,4.91
2002-06,29.5,17.56,7.5,,
2002-06,30,14.75,7.5,20.43,5.72
2002-06,31,10.61,7,,
2002-06,32,8.15,6,21.03,6.97
2002-06,34,3.53,3.5,36.03,9.76
2002-06,36,0,3.5,57.16,12.17
2002-06,649,132.94,5,,
2002-06,657,147.25,5,20.22,1.8
2002-07,2,127.71,5.5,,
2002-07,3,125.32,6.5,,
2002-07,4,119.9,8.5,,
2002-07,5,115.63,6,,
2002-07,6,110.9,6,,
2002-07,7,104.98,5.5,,
2002-07,8,99.77,7,,
2002-07,9,96.79,14,,
2002-07,10,93.6,9.5,,
2002-07,11,89.77,6.5,,
2002-07,12,84.45,4.5,,
2002-07,13,78.54,5,,
2002-07,14,74.43,7,,
2002-07,15,69.99,11.5,,
2002-07,16,63.08,7,,
2002-07,17,58.89,6,,
2002-07,18,54.95,19.5,,
2002-07,20,51.45,12.5,,
2002-07,21,46.63,8.5,,
2002-07,22,43.92,9,,
2002-07,23,39.66,8,,
2002-07,24,37.09,5.5,,
2002-07,25,32.84,4,,
2002-07,26,28.76,5,,
2002-07,27,26.19,6,,
2002-07,28,23.57,7.5,,
2002-07,29,20.25,7.5,,
2002-07,29.5,17.56,8,,
2002-07,30,14.75,7,,
2002-07,31,10.61,7,,
2002-07,32,8.15,6,,
2002-07,34,3.53,3,,
2002-07,36,0,3.5,,
2002-07,649,132.94,6,,
2002-07,657,147.25,5,,
2002-08,2,127.71,5,,
2002-08,3,125.32,8,,
2002-08,4,119.9,9,,
2002-08,5,115.63,6.5,,
2002-08,6,110.9,6.5,,
2002-08,7,104.98,7.5,,
2002-08,8,99.77,8,,
2002-08,9,96.79,13.5,,
2002-08,10,93.6,9,,
2002-08,11,89.77,7.5,,
2002-08,12,84.45,4.5,,
2002-08,13,78.54,5,,
2002-08,14,74.43,7.5,,
2002-08,15,69.99,12,,
2002-08,16,63.08,7.5,,
2002-08,17,58.89,7.5,,
2002-08,18,54.95,28,,
2002-08,20,51.45,12,,
2002-08,21,46.63,8.5,,
2002-08,22,43.92,10,,
2002-08,23,39.66,7.5,,
2002-08,24,37.09,5.5,,
2002-08,25,32.84,4,,
2002-08,26,28.76,5,,
2002-08,27,26.19,6,,
2002-08,28,23.57,7,,
2002-08,29,20.25,7,,
2002-08,29.5,17.56,7,,
2002-08,30,14.75,6,,
2002-08,31,10.61,6,,
2002-08,32,8.15,5,,
2002-08,34,3.53,3,,
2002-08,649,132.94,5.5,,
2002-08,657,147.25,5,,
2002-09,2,127.71,5.5,,
2002-09,3,125.32,6,,
2002-09,4,119.9,9,,
2002-09,5,115.63,5,,
2002-09,6,110.9,6,,
2002-09,7,104.98,7,,
2002-09,8,99.77,8,,
2002-09,9,96.79,15.5,,
2002-09,10,93.6,9,,
2002-09,11,89.77,7.5,,
2002-09,12,84.45,5,,
2002-09,13,78.54,5,,
2002-09,14,74.43,7.5,,
2002-09,15,69.99,11.5,,
2002-09,16,63.08,7,,
2002-09,17,58.89,6,,
2002-09,18,54.95,20,,
2002-09,20,51.45,13,,
2002-09,21,46.63,8.5,,
2002-09,22,43.92,9,,
2002-09,23,39.66,7.5,,
2002-09,24,37.09,5,,
2002-09,25,32.84,4,,
2002-09,26,28.76,4.5,,
2002-09,27,26.19,6,,
2002-09,28,23.57,7.5,,
2002-09,29,20.25,7,,
2002-09,29.5,17.56,7.5,,
2002-09,30,14.75,7,,
2002-09,31,10.61,7,,
2002-09,32,8.15,5.5,,
2002-09,34,3.53,3.5,,
2002-09,36,0,3.5,,
2002-09,649,132.94,6,,
2002-09,657,147.25,5.5,,
2002-10,2,127.71,6,,
2002-10,3,125.32,6.5,,
2002-10,4,119.9,9.5,,
2002-10,5,115.63,6,,
2002-10,6,110.9,6.5,,
2002-10,7,104.98,7.5,,
2002-10,8,99.77,8,,
2002-10,9,96.79,16.5,,
2002-10,10,93.6,9,,
2002-10,11,89.77,8,,
2002-10,12,84.45,4.5,,
2002-10,13,78.54,6,,
2002-10,14,74.43,7.5,,
2002-10,15,69.99,12.5,,
2002-10,16,63.08,7.5,,
2002-10,17,58.89,7,,
2002-10,18,54.95,22,,
2002-10,20,51.45,14.5,,
2002-10,21,46.63,9,,
2002-10,22,43.92,9.5,,
2002-10,23,39.66,7.5,,
2002-10,24,37.09,5,,
2002-10,25,32.84,4,,
2002-10,26,28.76,5,,
2002-10,27,26.19,6,,
2002-10,28,23.57,7.5,,
2002-10,29,20.25,7,,
2002-10,29.5,17.56,7.5,,
2002-10,30,14.75,6,,
2002-10,31,10.61,7,,
2002-10,32,8.15,5.5,,
2002-10,34,3.53,3.5,,
2002-10,36,0,3,,
2002-10,649,132.94,6,,
2002-10,657,147.25,6,,
2002-11,2,127.71,5.5,29.94,2.18
2002-11,3,125.32,6,30.72,2.22
2002-11,4,119.9,8.5,30.87,2.35
2002-11,5,115.63,6,31.07,2.48
2002-11,6,110.9,4.5,30.88,2.62
2002-11,7,104.98,7,30.12,2.76
2002-11,8,99.77,8.5,29.05,2.84
2002-11,9,96.79,18,27.06,2.85
2002-11,10,93.6,8.5,26.65,2.87
2002-11,11,89.77,7.5,24.98,2.85
2002-11,12,84.45,4.5,25.03,2.83
2002-11,13,78.54,5,22.62,2.78
2002-11,14,74.43,7.5,20.73,2.73
2002-11,15,69.99,12,19.92,2.69
2002-11,16,63.08,7,15.8,2.76
2002-11,17,58.89,7,15.23,2.5
2002-11,18,54.95,21.5,13.76,2.34
2002-11,20,51.45,13,15.35,2.87
2002-11,21,46.63,9,14.96,3.13
2002-11,22,43.92,10,15.4,2.8
2002-11,23,39.66,8,15.26,3.06
2002-11,24,37.09,5.5,15.48,3.52
2002-11,25,32.84,4.5,19.15,4.61
2002-11,26,28.76,5.5,22.34,6.47
2002-11,27,26.19,6.5,24.32,6.81
2002-11,28,23.57,8,24.32,6.85
2002-11,29,20.25,8,24.85,7.21
2002-11,29.5,17.56,8,26.19,7.66
2002-11,30,14.75,7.5,27.48,8.08
2002-11,31,10.61,7.5,,
2002-11,32,8.15,6,33.61,9.3
2002-11,34,3.53,3.5,41.38,10.34
2002-11,36,0,3.5,50.93,11.51
2002-11,649,132.94,5,28.44,2.51
2002-11,657,147.25,5.5,24.37,2.37
2002-12,2,127.71,5.5,35.43,2.31
2002-12,3,125.32,5,35.24,2.36
2002-12,4,119.9,9,35.1,2.4
2002-12,5,115.63,6,34.43,2.42
2002-12,6,110.9,5.5,33.58,2.44
2002-12,7,104.98,8.5,32.6,2.5
2002-12,8,99.77,6.5,30.45,2.52
2002-12,9,96.79,15.5,28.88,2.55
2002-12,10,93.6,9,27.89,2.53
2002-12,11,89.77,10,27.05,2.56
2002-12,12,84.45,4.5,24.53,2.52
2002-12,13,78.54,5.5,21.91,2.44
2002-12,14,74.43,7.5,20.29,2.38
2002-12,15,69.99,12,19.97,2.38
2002-12,16,63.08,6.5,17.05,2.27
2002-12,17,58.89,7,16.33,2.22
2002-12,18,54.95,22.5,14.5,2.2
2002-12,20,51.45,10,15.4,2.41
2002-12,21,46.63,8.5,15.9,2.52
2002-12,22,43.92,9.5,16.13,2.56
2002-12,23,39.66,7.5,,
2002-12,24,37.09,5.5,20.32,4.05
2002-12,25,32.84,4.5,26.53,6.26
2002-12,26,28.76,5.5,,
2002-12,27,26.19,6,27.89,7.03
2002-12,28,23.57,8,28.37,6.91
2002-12,29,20.25,7.5,27.36,6.87
2002-12,29.5,17.56,8,28.16,7.29
2002-12,30,14.75,6,29.67,7.78
2002-12,31,10.61,7.5,31.95,8.18
2002-12,32,8.15,6.5,40.56,9.24
2002-12,33,6.81,7,42.42,9.42
2002-12,34,3.53,3.5,46.97,9.76
2002-12,36,0,4,59.04,10.92
2002-12,649,132.94,6,34.39,2.35
2002-12,657,147.25,5.5,25.98,2.27
2003-01,2,127.71,6,,
2003-01,3,125.32,7,,
2003-01,4,119.9,10,,
2003-01,5,115.63,6.5,,
2003-01,6,110.9,6.5,,
2003-01,7,104.98,8,,
2003-01,8,99.77,8.5,,
2003-01,9,96.79,17,,
2003-01,10,93.6,9.5,,
2003-01,11,89.77,8,,
2003-01,12,84.45,5,,
2003-01,13,78.54,5.5,,
2003-01,14,74.43,7.5,,
2003-01,15,69.99,12.5,,
2003-01,16,63.08,6,,
2003-01,17,58.89,7,,
2003-01,18,54.95,22.5,,
2003-01,20,51.45,13.5,,
2003-01,21,46.63,8.5,,
2003-01,22,43.92,10,,
2003-01,23,39.66,7.5,,
2003-01,24,37.09,5,,
2003-01,25,32.84,4.5,,
2003-01,26,28.76,5.5,,
2003-01,27,26.19,6,,
2003-01,28,23.57,8,,
2003-01,29,20.25,8,,
2003-01,29.5,17.56,7.5,,
2003-01,30,14.75,6.5,,
2003-01,31,10.61,7,,
2003-01,32,8.15,5,,
2003-01,33,6.81,6.5,,
2003-01,34,3.53,3.5,,
2003-01,36,0,3,,
2003-01,649,132.94,6,,
2003-01,657,147.25,6,,
2003-02,2,127.71,6,21.46,1.22
2003-02,3,125.32,7,21.66,1.26
2003-02,4,119.9,9,23.13,1.4
2003-02,5,115.63,6,23.49,1.43
2003-02,6,110.9,6.5,24.76,1.62
2003-02,7,104.98,8,24.46,1.71
2003-02,8,99.77,8.5,,
2003-02,9,96.79,15.5,23.72,1.77
2003-02,10,93.6,10,23.09,1.8
2003-02,11,89.77,9.5,22.32,1.79
2003-02,12,84.45,5,22.16,1.76
2003-02,13,78.54,5.5,17.09,1.65
2003-02,14,74.43,7.5,16.13,1.62
2003-02,15,69.99,12.5,15.94,1.59
2003-02,16,63.08,6.5,,
2003-02,17,58.89,7.5,13.49,1.51
2003-02,18,54.95,22,11.15,1.43
2003-02,20,51.45,14.5,12.19,1.54
2003-02,21,46.63,8.673469388,8.095,1.735
2003-02,22,43.92,9.339622642,12.53,1.84
2003-02,23,39.66,7.5,13.51,2.28
2003-02,24,37.09,5,15.07,2.16
2003-02,25,32.84,4.181818182,15.59,2.29
2003-02,26,28.76,5,15.64,2.57
2003-02,27,26.19,6,19.83,3.25
2003-02,28,23.57,7.840909091,21.85,3.58
2003-02,29,20.25,7.523809524,24.74,4.07
2003-02,29.5,17.56,7.275,26.38,4.37
2003-02,30,14.75,6.675675676,35.13,5.39
2003-02,31,10.61,6.842105263,,
2003-02,32,8.15,5.875,36.915,5.735
2003-02,33,6.81,6.371428571,61.78,7.79
2003-02,34,3.53,3.555555556,72.8,8.8
2003-02,35,1.66,4.047619048,,
2003-02,36,0,3.352941176,43.855,7.755
2003-02,649,132.94,6,21.13,1.11
2003-02,657,147.25,5.5,22.11,1.11
2003-03,2,127.71,6,24.55,1.42
2003-03,3,125.32,6.5,24.58,1.49
2003-03,4,119.9,9.5,24.87,1.55
2003-03,5,115.63,6.5,24.66,1.41
2003-03,6,110.9,6.5,24.7,1.6
2003-03,7,104.98,7.5,23.88,1.8
2003-03,8,99.77,8,22.34,1.84
2003-03,9,96.79,15.5,21.11,1.88
2003-03,10,93.6,9.5,20.1,1.83
2003-03,11,89.77,7.5,20.29,2.09
2003-03,12,84.45,5.5,12.95,1.73
2003-03,13,78.54,6,11.12,1.58
2003-03,14,74.43,7.5,10.49,1.58
2003-03,15,69.99,12,8.87,1.41
2003-03,16,63.08,7.5,3.99,1.09
2003-03,17,58.89,6.5,3.96,1.11
2003-03,18,54.95,22,2.73,0.84
2003-03,20,51.45,13.5,3.07,0.97
2003-03,21,46.63,8.895522388,7.25,1.345
2003-03,22,43.92,9.756756757,4.41,1.24
2003-03,23,39.66,7.649122807,1.48,1.48
2003-03,24,37.09,5.315789474,1.28,1.37
2003-03,25,32.84,4.483870968,0.28,1.37
2003-03,26,28.76,5.682926829,0.2,1.92
2003-03,27,26.19,6.52173913,0.18,2.18
2003-03,28,23.57,7.684210526,0.16,2.35
2003-03,29,20.25,7.517857143,0.18,2.74
2003-03,29.5,17.56,7.649122807,0.19,3
2003-03,30,14.75,6.8,0.17,3.33
2003-03,31,10.61,7.019230769,0.23,3.94
2003-03,32,8.15,6.068181818,1.08,3.59
2003-03,33,6.81,6.8,2.75,5.33
2003-03,34,3.53,3.846153846,26.28,6.89
2003-03,35,1.66,4.347826087,,
2003-03,36,0,4.391304348,1.883333333,4.26
2003-03,649,132.94,6,25.08,1.39
2003-03,657,147.25,5,25.4,1.55
2003-04,2,127.71,5.5,,
2003-04,3,125.32,6.5,,
2003-04,4,119.9,8.5,,
2003-04,5,115.63,6,,
2003-04,6,110.9,5.5,,
2003-04,7,104.98,6.5,,
2003-04,8,99.77,7.5,,
2003-04,9,96.79,17.5,,
2003-04,10,93.6,9,,
2003-04,11,89.77,8,,
2003-04,12,84.45,4,,
2003-04,13,78.54,4.5,,
2003-04,14,74.43,7,,
2003-04,15,69.99,11.5,,
2003-04,16,63.08,7,,
2003-04,17,58.89,6.5,,
2003-04,18,54.95,19,,
2003-04,20,51.45,12,,
2003-04,21,46.63,8.630769231,6.965,1.655
2003-04,22,43.92,9.15942029,,
2003-04,23,39.66,7.631578947,,
2003-04,24,37.09,5.263157895,,
2003-04,25,32.84,4.419354839,,
2003-04,26,28.76,5.162162162,,
2003-04,27,26.19,6.304347826,,
2003-04,28,23.57,7.666666667,,
2003-04,29,20.25,7.666666667,,
2003-04,29.5,17.56,7.649122807,,
2003-04,30,14.75,7.076923077,,
2003-04,31,10.61,7.019230769,,
2003-04,32,8.15,6.022727273,3.325,4.19
2003-04,33,6.81,6.76,,
2003-04,34,3.53,3.846153846,,
2003-04,35,1.66,4.137931034,,
2003-04,36,0,3.583333333,20.47,6.55
2003-04,649,132.94,6,,
2003-04,657,147.25,5,,
2003-05,2,127.71,5.5,16.76,1.34
2003-05,3,125.32,6.5,15.73,1.36
2003-05,4,119.9,8,14.56,1.36
2003-05,5,115.63,6,14.88,1.37
2003-05,6,110.9,6,14.73,1.35
2003-05,7,104.98,6.5,14.84,1.38
2003-05,8,99.77,7.5,14.82,1.47
2003-05,9,96.79,16,14.19,1.59
2003-05,10,93.6,8.5,15,1.65
2003-05,11,89.77,7,15.83,1.7
2003-05,12,84.45,4.5,15.98,1.71
2003-05,13,78.54,5,16.09,1.7
2003-05,14,74.43,7,15.9,1.69
2003-05,15,69.99,11.5,15.94,1.7
2003-05,16,63.08,6,16.08,1.71
2003-05,17,58.89,6,16.41,1.7
2003-05,18,54.95,21.5,18.52,1.87
2003-05,20,51.45,10.5,16.95,2.29
2003-05,21,46.63,8.5,16.67,2.52
2003-05,22,43.92,9.257142857,16.81,2.49
2003-05,23,39.66,7.259259259,16.29,2.79
2003-05,24,37.09,5,16.24,2.7
2003-05,25,32.84,4.266666667,15.05,3.03
2003-05,26,28.76,5.55,12.84,3.31
2003-05,27,26.19,5.761904762,12.39,3.71
2003-05,28,23.57,7.535714286,11.54,4.17
2003-05,29,20.25,7.5,,
2003-05,29.5,17.56,7.259259259,11.49,4.55
2003-05,30,14.75,6.541666667,12.14,5.07
2003-05,31,10.61,6.76,13.72,5.86
2003-05,32,8.15,6,17.72,6.53
2003-05,33,6.81,6.76,22.36,7.21
2003-05,34,3.53,3.272727273,26.25,8.14
2003-05,35,1.66,4,,
2003-05,36,0,3.769230769,77.58,13.58
2003-05,649,132.94,6,11.39,1.17
2003-05,657,147.25,5.5,12.07,1.29
2003-06,2,127.71,6,16.12,1.78
2003-06,3,125.32,7,15.43,1.67
2003-06,4,119.9,7.5,16.58,1.75
2003-06,5,115.63,6,16.87,1.71
2003-06,6,110.9,6,17.69,1.81
2003-06,7,104.98,8,19.01,2.06
2003-06,8,99.77,8,19.63,2.35
2003-06,9,96.79,18,19.93,2.34
2003-06,10,93.6,8.5,19.99,2.35
2003-06,11,89.77,9.5,20,2.39
2003-06,12,84.45,5,19.26,2.36
2003-06,13,78.54,5.5,17.66,2.29
2003-06,14,74.43,7,17.04,2.27
2003-06,15,69.99,12.5,18.02,2.47
2003-06,16,63.08,6.5,16.29,2.25
2003-06,17,58.89,6.5,14.36,2.21
2003-06,18,54.95,21,14.28,2.13
2003-06,20,51.45,12.5,18,2.89
2003-06,21,46.63,8.5,20.55,3.52
2003-06,22,43.92,9,19.9,3.22
2003-06,23,39.66,7,20.28,3.77
2003-06,24,37.09,5,20.51,3.8
2003-06,25,32.84,4,21.1,4.93
2003-06,26,28.76,5,21.11,6.16
2003-06,27,26.19,6,21.17,6.56
2003-06,28,23.57,7,21.46,7
2003-06,29,20.25,7,22.23,7.78
2003-06,29.5,17.56,7.5,23.42,8.51
2003-06,30,14.75,6.090909091,23.74,8.68
2003-06,31,10.61,6.5,29.18,10
2003-06,32,8.15,5.5,34.19,10.94
2003-06,33,6.81,6.5,37.02,11.81
2003-06,34,3.53,3.5,42.21,12.43
2003-06,36,0,3,59.33,14.8
2003-06,649,132.94,6,13.02,1.42
2003-06,657,147.25,5.5,11.96,1.34
2003-07,3,125.32,7,,
2003-07,4,119.9,9,,
2003-07,5,115.63,6,,
2003-07,6,110.9,6,,
2003-07,7,104.98,7,,
2003-07,8,99.77,8.5,,
2003-07,9,96.79,16,,
2003-07,10,93.6,8.5,,
2003-07,11,89.77,7.5,,
2003-07,12,84.45,5,,
2003-07,13,78.54,4,,
2003-07,14,74.43,7.5,,
2003-07,15,69.99,12,,
2003-07,16,63.08,6.5,,
2003-07,17,58.89,6.5,,
2003-07,18,54.95,23,,
2003-07,20,51.45,13.5,,
2003-07,21,46.63,9,,
2003-07,22,43.92,9,,
2003-07,23,39.66,7,,
2003-07,24,37.09,4.5,,
2003-07,25,32.84,3.5,,
2003-07,26,28.76,5,,
2003-07,27,26.19,5,,
2003-07,28,23.57,6.5,,
2003-07,29,20.25,6.5,,
2003-07,29.5,17.56,6.5,,
2003-07,30,14.75,6,,
2003-07,31,10.61,6,,
2003-07,32,8.15,5,,
2003-07,33,6.81,5.5,,
2003-07,34,3.53,4,,
2003-07,35,1.66,3.5,,
2003-07,36,0,2.5,,
2003-07,649,132.94,6,,
2003-07,657,147.25,5.5,,
2003-08,2,127.71,5.5,,
2003-08,3,125.32,5.5,,
2003-08,4,119.9,8,,
2003-08,5,115.63,6,,
2003-08,6,110.9,6,,
2003-08,7,104.98,7.5,,
2003-08,8,99.77,8,,
2003-08,9,96.79,13.5,,
2003-08,10,93.6,9.5,,
2003-08,11,89.77,8,,
2003-08,12,84.45,4.5,,
2003-08,13,78.54,5,,
2003-08,14,74.43,7.5,,
2003-08,15,69.99,12,,
2003-08,16,63.08,6.5,,
2003-08,17,58.89,6.5,,
2003-08,18,54.95,22,,
2003-08,20,51.45,13,,
2003-08,21,46.63,8.5,20.74,4.32
2003-08,22,43.92,9,,
2003-08,23,39.66,7.5,,
2003-08,24,37.09,5,,
2003-08,25,32.84,4.266666667,,
2003-08,26,28.76,5.055555556,,
2003-08,27,26.19,6.045454545,,
2003-08,28,23.57,7.535714286,,
2003-08,29,20.25,7.038461538,,
2003-08,29.5,17.56,7.259259259,,
2003-08,30,14.75,6.347826087,,
2003-08,31,10.61,6.541666667,,
2003-08,32,8.15,5.55,6.18,10.46
2003-08,33,6.81,6.541666667,,
2003-08,34,3.53,3.583333333,,
2003-08,35,1.66,4.5,,
2003-08,36,0,4,30.13,14.23
2003-08,649,132.94,6,,
2003-08,657,147.25,5,,
2003-09,2,127.71,5,,
2003-09,3,125.32,7,,
2003-09,4,119.9,8.5,,
2003-09,5,115.63,6.5,,
2003-09,6,110.9,6,,
2003-09,7,104.98,8,,
2003-09,8,99.77,8,,
2003-09,9,96.79,13.5,,
2003-09,10,93.6,9.5,,
2003-09,11,89.77,7.5,,
2003-09,12,84.45,5,,
2003-09,13,78.54,5.5,,
2003-09,14,74.43,7.5,,
2003-09,15,69.99,12,,
2003-09,16,63.08,7.5,,
2003-09,17,58.89,7,,
2003-09,18,54.95,25,,
2003-09,20,51.45,11.5,,
2003-09,21,46.63,9,,
2003-09,22,43.92,9.5,,
2003-09,23,39.66,7.75862069,,
2003-09,24,37.09,5.263157895,,
2003-09,25,32.84,4.266666667,,
2003-09,26,28.76,5.263157895,,
2003-09,27,26.19,6.045454545,,
2003-09,28,23.57,7.5,,
2003-09,29,20.25,7.259259259,,
2003-09,29.5,17.56,7.535714286,,
2003-09,30,14.75,6.347826087,,
2003-09,31,10.61,6.181818182,,
2003-09,32,8.15,5.263157895,,
2003-09,33,6.81,6.541666667,,
2003-09,34,3.53,2.777777778,,
2003-09,35,1.66,4,,
2003-09,36,0,3.5,,
2003-09,649,132.94,6,,
2003-09,657,147.25,5.5,,
2003-10,2,127.71,5.5,,
2003-10,3,125.32,6.5,,
2003-10,4,119.9,8.5,,
2003-10,5,115.63,6,,
2003-10,6,110.9,6.5,,
2003-10,7,104.98,7,,
2003-10,8,99.77,9,,
2003-10,9,96.79,13,,
2003-10,10,93.6,9,,
2003-10,11,89.77,7.5,,
2003-10,12,84.45,5,,
2003-10,13,78.54,5,,
2003-10,14,74.43,7.5,,
2003-10,15,69.99,12,,
2003-10,16,63.08,7,,
2003-10,17,58.89,6.5,,
2003-10,18,54.95,21.5,,
2003-10,20,51.45,13.5,,
2003-10,21,46.63,9,,
2003-10,22,43.92,10,,
2003-10,23,39.66,7.5,,
2003-10,24,37.09,5,,
2003-10,25,32.84,4.5,,
2003-10,26,28.76,5,,
2003-10,27,26.19,6,,
2003-10,29,20.25,7.5,,
2003-10,29.5,17.56,8,,
2003-10,30,14.75,6.5,,
2003-10,31,10.61,7,,
2003-10,32,8.15,6,,
2003-10,33,6.81,6.5,,
2003-10,34,3.53,3,,
2003-10,35,1.66,4,,
2003-10,36,0,3.5,,
2003-10,649,132.94,6,,
2003-10,657,147.25,4.5,,
2003-11,2,127.71,5.5,29.65,2.14
2003-11,3,125.32,6,29.83,2.18
2003-11,4,119.9,8.5,30.19,2.26
2003-11,5,115.63,6,30.21,2.57
2003-11,6,110.9,6,30.01,2.48
2003-11,7,104.98,7.5,29.58,2.75
2003-11,8,99.77,8,29.18,2.74
2003-11,9,96.79,14.5,28.4,2.8
2003-11,10,93.6,9,28.39,2.8
2003-11,11,89.77,9.5,28.47,2.77
2003-11,12,84.45,4.5,25.73,2.84
2003-11,13,78.54,5,25.3,2.82
2003-11,14,74.43,7.5,24.37,2.78
2003-11,15,69.99,12,24.07,2.8
2003-11,16,63.08,6.5,20.16,2.51
2003-11,17,58.89,7,20.14,2.56
2003-11,18,54.95,19.5,17.03,2.28
2003-11,20,51.45,12,,
2003-11,21,46.63,8.5,,
2003-11,22,43.92,9.5,,
2003-11,23,39.66,8,,
2003-11,24,37.09,6,,
2003-11,25,32.84,5,,
2003-11,26,28.76,5.5,,
2003-11,27,26.19,6.5,,
2003-11,28,23.57,8,,
2003-11,29,20.25,8,,
2003-11,29.5,17.56,8,,
2003-11,30,14.75,6.5,,
2003-11,31,10.61,7.5,,
2003-11,32,8.15,6,,
2003-11,33,6.81,6.5,,
2003-11,34,3.53,3,,
2003-11,35,1.66,4,,
2003-11,36,0,3.5,,
2003-11,649,132.94,5.5,28.21,2.08
2003-11,657,147.25,5.5,24.31,1.92
2003-12,2,127.71,6,32.52,1.76
2003-12,3,125.32,6.5,32.56,1.81
2003-12,5,115.63,6.5,32.07,1.96
2003-12,6,110.9,6,32.13,2.14
2003-12,7,104.98,7.5,33.35,2.3
2003-12,8,99.77,8,33.04,2.37
2003-12,9,96.79,14,32.68,2.71
2003-12,10,93.6,9,32.69,2.62
2003-12,11,89.77,7,32.13,2.53
2003-12,12,84.45,5,31.55,2.59
2003-12,13,78.54,5,29.38,2.65
2003-12,14,74.43,7.5,26.75,2.65
2003-12,15,69.99,12,28.43,2.7
2003-12,16,63.08,7,21.28,2.55
2003-12,17,58.89,7,19.34,2.44
2003-12,18,54.95,18.5,20.23,2.61
2003-12,20,51.45,13,20.54,2.67
2003-12,21,46.63,9,19.88,3.06
2003-12,22,43.92,10,20.5,2.77
2003-12,23,39.66,8,20.6,2.76
2003-12,24,37.09,5.5,20.91,2.83
2003-12,25,32.84,5,23.25,4.21
2003-12,26,28.76,6,26.22,5.08
2003-12,27,26.19,6.5,26.41,6.24
2003-12,28,23.57,8.5,26.54,5.97
2003-12,29,20.25,8,26.67,5.89
2003-12,29.5,17.56,8,27.5,6.12
2003-12,30,14.75,6.5,29.37,6.64
2003-12,31,10.61,7.5,34.47,7.54
2003-12,32,8.15,6,36.77,7.63
2003-12,33,6.81,7,58.41,9.34
2003-12,649,132.94,6.5,32.04,1.85
2003-12,657,147.25,5,33.07,1.75
2004-01,2,127.71,6,23.63,1.39
2004-01,3,125.32,7.5,27.27,1.49
2004-01,4,119.9,9,,
2004-01,5,115.63,7,29.02,1.56
2004-01,6,110.9,6.5,28.43,1.56
2004-01,7,104.98,7.5,30.66,1.78
2004-01,8,99.77,8.5,29.96,1.76
2004-01,9,96.79,13.5,30.04,1.74
2004-01,10,93.6,9,29.84,1.85
2004-01,11,89.77,8,29.02,2.01
2004-01,12,84.45,4.5,29.04,1.99
2004-01,13,78.54,5.5,26.58,2.05
2004-01,14,74.43,6,25.79,2.1
2004-01,15,69.99,12,27.96,2.07
2004-01,16,63.08,7,26.64,2.06
2004-01,17,58.89,6.5,26.95,2.12
2004-01,18,54.95,21.5,20.04,2
2004-01,20,51.45,12.5,23.69,2.45
2004-01,21,46.63,9,23.59,2.42
2004-01,22,43.92,9.5,24.46,2.54
2004-01,23,39.66,8,26.71,3
2004-01,24,37.09,5.5,28.96,3.44
